"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL2172019";"";"None";"347.48";"1";"5.70";"9b";"CC(=C(c1ccccc1)c1ccccc1)c1ccc([S+](C)(=N)[O-])cc1";"Inhibition";"'='";"-13.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2175902";"Inhibition of human recombinant COX2 expressed in Sf21 cells using arachidonic acid as substrate at 10 uM preincubated for 15 mins before arachidonic acid addition measured after 5 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169818";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL4106362";"";"";""
"CHEMBL502285";"";"None";"381.88";"1";"5.56";"TR-17";"CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2)cc1";"IC50";"'='";"0.36";"nM";"9.44";"";"";"UO_0000065";"24.73";"0.50";"3.88";"18.91";"0";"CHEMBL997791";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156674";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL118";"CELECOXIB";"4.0";"381.38";"0";"3.51";"celecoxib";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"0.52";"nM";"9.28";"";"";"UO_0000065";"24.34";"0.49";"5.77";"11.91";"0";"CHEMBL997791";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156674";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL499041";"";"None";"427.32";"0";"4.91";"T-3";"NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Br)cc2)cc1";"IC50";"'='";"8.356";"nM";"8.08";"";"";"UO_0000065";"18.90";"0.42";"3.17";"10.64";"0";"CHEMBL997791";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156674";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL527107";"";"None";"426.34";"1";"5.67";"TR-19";"CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Br)cc3c2-c2ccccc2)cc1";"IC50";"'='";"1.409";"nM";"8.85";"";"";"UO_0000065";"20.76";"0.46";"3.18";"17.73";"0";"CHEMBL997791";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156674";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL4444391";"";"None";"397.44";"0";"2.97";"16";"Cc1cc(-n2cc(-c3ccc(F)cc3)nn2)n(-c2ccc(S(C)(=O)=O)cc2)n1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"18.17";"0.35";"4.25";"8.74";"0";"CHEMBL4357322";"Inhibition of COX2 human HCA7 cells";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354833";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL4466030";"";"None";"394.46";"0";"2.41";"16'";"Cc1cc(-n2cc(-c3ccc(N)cc3)nn2)n(-c2ccc(S(C)(=O)=O)cc2)n1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"18.51";"0.36";"4.89";"6.72";"0";"CHEMBL4357321";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354833";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL1092137";"";"None";"217.17";"0";"1.43";"7e";"CC(C(=O)O)c1ccn(C(F)F)c(=O)c1";"IC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"24.22";"0.48";"3.83";"8.87";"0";"CHEMBL1114349";"Inhibition of human recombinant COX2 by enzyme immuno assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156301";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL365033";"";"None";"235.29";"0";"4.32";"P10";"Cc1onc(-c2ccccc2)c1-c1ccccc1";"IC50";"'='";"2490.0";"nM";"5.60";"";"";"UO_0000065";"23.82";"0.43";"1.28";"21.53";"1";"CHEMBL3118267";"Inhibition of human monocyte COX2 by whole blood assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112448";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";""
"CHEMBL4066899";"";"None";"305.76";"0";"1.95";"23";"Cc1c(C(=O)N2CCNCC2)nc2ccc(Cl)cc2c1O";"IC50";"'='";"2810.0";"nM";"5.55";"";"";"UO_0000065";"18.16";"0.36";"3.60";"8.48";"0";"CHEMBL4004893";"Inhibition of recombinant human COX2 using arachidonic acid as substrate assessed as decrease in PGF2 production preincubated for 15 mins followed by substrate addition measured after 2 mins by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004781";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4063768";"";"None";"330.29";"0";"2.18";"6";"COc1ccc(/C=C2\COc3cc(O)c(O)c(O)c3C2=O)cc1O";"Inhibition";"'='";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4005064";"Inhibition of COX2 in HCA-7 cells assessed as reduction in PGE2 release at 12 uM after 48 hrs by ELISA relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004798";"1";"Scientific Literature";"J Nat Prod";"2017";"None";"";"";""
"CHEMBL572";"NITROFURANTOIN";"4.0";"238.16";"0";"0.07";"nitrofurantoin";"O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1";"Inhibition";"'='";"41.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3088738";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate assessed as formation of prostanoid products at 500 uM preincubated for 10 mins prior to substrate addition measured after 2 mins by Ellman's method relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085742";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";""
"CHEMBL4590005";"";"None";"410.86";"0";"3.73";"2";"COc1ccc2c(c1)c(Cc1nn(C)nc1O)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4340064";"Inhibition of human COX2 assessed as reduction in PGF2alpha production by ELISA";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4339216";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";""
"CHEMBL3098648";"";"None";"373.83";"0";"3.03";"VIa";"O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(Cl)cc1";"IC50";"'='";"69.0";"nM";"7.16";"";"";"UO_0000065";"19.16";"0.39";"4.13";"7.68";"0";"CHEMBL4313651";"Inhibition of human recombinant COX-2 by EIA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311968";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL4440769";"";"None";"485.57";"0";"1.26";"A35";"COc1ccc(-c2cc(C(=O)NCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"870.0";"nM";"6.06";"";"";"UO_0000065";"12.48";"0.24";"4.80";"4.71";"0";"CHEMBL4347182";"Inhibition of COX2 (unknown origin) using arachidonic acid as substrate incubated for 10 mins by Ellman's reagent based COX-1/COX-2 ELISA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346661";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL15594";"ARACHIDONIC ACID";"-1.0";"304.47";"1";"6.22";"Arachidonic acid";"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O";"Kcat/Km";"'='";"9.5";"10'5/M/s";"";"";"";"";"";"";"";"";"0";"CHEMBL4366883";"Substrate activity at COX-2 (unknown origin) in pH 7.5 HEPES buffer assessed as enzyme-mediated test compound metabolism by measuring Kcat/Km ratio by LC-MS analysis";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364282";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";""
"CHEMBL3104556";"";"None";"475.50";"0";"2.86";"1c";"Cc1c(CC(=O)NCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3107402";"Inhibition of COX-2 in human whole blood assessed as prostaglandin E2 production by RIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3102735";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";""
"CHEMBL3897959";"";"None";"538.86";"2";"6.29";"17d";"Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3";"Inhibition";"'='";"1.17";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3873619";"Inhibition of human recombinant COX-2 using arachidonic acid as substrate by measuring reduction in PGE2 level at 10 uM incubated for 10 mins followed by substrate addition by ELISA";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872236";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL3952057";"";"None";"420.51";"0";"3.01";"18f";"COc1ccc(-c2ncn(CC(=O)N3CCN(C)CC3)c2-c2ccc(OC)cc2)cc1";"IC50";"'='";"8320.0";"nM";"5.08";"";"";"UO_0000065";"12.08";"0.22";"2.07";"8.49";"0";"CHEMBL3874648";"Inhibition of human recombinant COX-2 assessed as reduction in oxidation of TMPD using arachidonic acid as substrate preincubated for 5 mins followed by substrate and TMPD addition measured after 5 mins by colorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872255";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";""
"CHEMBL3934363";"";"None";"407.47";"0";"3.09";"18b";"COc1ccc(-c2ncn(CC(=O)N3CCOCC3)c2-c2ccc(OC)cc2)cc1";"IC50";"'='";"9120.0";"nM";"5.04";"";"";"UO_0000065";"12.37";"0.23";"1.95";"7.66";"0";"CHEMBL3874648";"Inhibition of human recombinant COX-2 assessed as reduction in oxidation of TMPD using arachidonic acid as substrate preincubated for 5 mins followed by substrate and TMPD addition measured after 5 mins by colorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872255";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";""
"CHEMBL257108";"";"None";"401.92";"0";"4.43";"65";"Cc1ccc(CNc2nc(-c3ccc(S(C)(=O)=O)cc3)nc(Cl)c2C)cc1";"IC50";"'='";"27248336.88";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3062548";"Inhibition of COX2 in Homo sapiens (human) whole blood";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046334";"1";"Scientific Literature";"Med Chem Res";"2012";"None";"";"";""
"CHEMBL270078";"";"None";"379.89";"0";"3.87";"46";"CS(=O)(=O)c1ccc(-c2nc(Cl)cc(NCc3cccs3)n2)cc1";"IC50";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"23.48";"0.51";"5.05";"12.40";"1";"CHEMBL3062548";"Inhibition of COX2 in Homo sapiens (human) whole blood";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046334";"1";"Scientific Literature";"Med Chem Res";"2012";"None";"";"";""
"CHEMBL151";"LUTEOLIN";"2.0";"286.24";"0";"2.28";"luteolin";"O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12";"Inhibition";"'<'";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1014033";"Inhibition of COX2 at 100 uM by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150665";"1";"Scientific Literature";"J Nat Prod";"2002";"None";"";"";""
"CHEMBL416";"METHOXSALEN";"4.0";"216.19";"0";"2.55";"METHOXSALEN";"COc1c2occc2cc2ccc(=O)oc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL456807";"PHENYLHYDRAZINE";"None";"108.14";"0";"0.97";"PHENYLHYDRAZINE";"NNc1ccccc1";"Ki";"";"";"";"";"";"Note: corresponding IC50 reported as Active";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL2441375";"";"None";"373.50";"None";"None";"1q, AN4161";"O=C(Nc1ccc2c(c1)B(O)OC2)c1c(C(F)(F)F)ccc(Cl)c1F";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2447347";"Inhibition of COX2 (unknown origin) up to 25 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440005";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL3741026";"";"None";"567.69";"2";"6.30";"10b";"C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc(CC(C)C)cc4)c(OCCOC)cc23)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3745493";"Inhibition of recombinant human COX-2 preincubated for 15 mins by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3739340";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";""
"CHEMBL3741424";"";"None";"541.56";"1";"4.54";"10a";"C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccccc4OC(C)=O)c(OCCOC)cc23)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3745493";"Inhibition of recombinant human COX-2 preincubated for 15 mins by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3739340";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";""
"CHEMBL3740850";"";"None";"591.66";"2";"6.27";"10d";"C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)c(OCCOC)cc23)c1";"IC50";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"7.84";"0.14";"-1.63";"4.59";"0";"CHEMBL3745497";"Inhibition of COX-2 in human HCC827 cells assessed as decrease in PGE2 level by western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HCC827";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3739340";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";""
"CHEMBL3745732";"";"None";"357.39";"0";"2.88";"10a";"NS(=O)(=O)c1ccc(N2N=C(c3ccco3)CC2c2ccco2)cc1";"IC50";"'='";"4130.0";"nM";"5.38";"";"";"UO_0000065";"15.06";"0.29";"2.50";"5.28";"0";"CHEMBL3748425";"Inhibition of human recombinant COX2 by enzyme immuno assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745634";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL3746891";"";"None";"389.53";"0";"3.81";"10d";"NS(=O)(=O)c1ccc(N2N=C(c3cccs3)CC2c2cccs2)cc1";"IC50";"'='";"6110.0";"nM";"5.21";"";"";"UO_0000065";"13.39";"0.28";"1.40";"6.88";"0";"CHEMBL3748425";"Inhibition of human recombinant COX2 by enzyme immuno assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745634";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL2262927";"";"None";"279.77";"1";"5.26";"6d";"Nc1cc(-c2ccccc2)cc(-c2ccc(Cl)cc2)c1";"Inhibition";"'='";"98.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3059475";"Inhibition of cyclooxygenase-2 in Homo sapiens (human) whole blood assessed as LPS-induced PGE2 production at 100 uM incubated 15 min prior to LPS challenge measured after 24 hr by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3044614";"1";"Scientific Literature";"Med Chem Res";"2007";"None";"";"";""
"CHEMBL2269142";"ITOL A-14-O-BETA-D-GLUCOPYRANOSIDE";"None";"530.61";"3";"-1.79";"5";"CC(C)[C@@]1(O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@]3(O)[C@@H]4O[C@@](O)(C[C@@]2(C)[C@@]2(O)CC[C@@H](C)[C@@H]42)[C@]31C";"Inhibition";"'='";"54.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3060073";"Inhibition of COX2 (unknown origin)-mediated PGE2 production at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046839";"1";"Scientific Literature";"Tetrahedron";"2008";"None";"";"";""
"CHEMBL4633287";"";"None";"332.22";"0";"0.91";"7a";"O=C(c1ccc([N+](=O)[O-])cc1)c1cc(C(=O)O)c(=O)[nH]c1C(=O)O";"Inhibition";"'='";"20.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4624267";"Inhibition of recombinant human COX-2 at 1.95 uM by microplate reader based assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4622884";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";""
"CHEMBL1165665";"";"None";"480.32";"0";"3.20";"9";"Cc1noc2c(Cc3ccccc3)nn(CC(=O)N/N=C\c3cccc(Br)c3)c(=O)c12";"Inhibition";"'='";"53.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1166434";"Inhibition of human recombinant COX2 assessed as PGE2 level at 50 uM by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165885";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL6";"INDOMETHACIN";"4.0";"357.79";"0";"3.93";"Indometacin";"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'='";"670.0";"nM";"6.17";"";"";"UO_0000065";"17.26";"0.34";"2.24";"9.01";"0";"CHEMBL1246811";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240434";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL3113614";"";"None";"494.53";"0";"1.99";"2c";"COC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3118897";"Inhibition of COX2 (unknown origin) by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112507";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";""
"CHEMBL3113607";"";"None";"260.25";"0";"0.64";"5a";"COC(=O)CNC(=O)C(=O)c1c[nH]c2ccccc12";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3118897";"Inhibition of COX2 (unknown origin) by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112507";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";""
"CHEMBL1170264";"";"None";"602.60";"2";"7.49";"16";"CCCCC(Sc1nc(OCCc2ccc(C(F)(F)F)cc2)cc(OCCc2ccc(C(F)(F)F)cc2)n1)C(=O)O";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1177197";"Inhibition of human recombinant COX2 after 5 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177708";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL844";"BRIMONIDINE";"4.0";"292.14";"0";"1.76";"BRIMONIDINE";"Brc1c(NC2=NCCN2)ccc2nccnc12";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL2057743";"";"None";"195.20";"0";"1.70";"10a";"O=C(O)c1sc2ncccc2c1O";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2061529";"Inhibition of COX2 in human whole blood assessed as inhibition of LPS-induced PGE2 synthesis at 10 uM up to 24 hrs by radioimmunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057179";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";""
